episode,episode_order,speaker,utterance
80651,9,"NEAL CONAN, host","Well, our intrepid song sleuths here at TALK OF THE NATION tracked down the song. It is, as it turns out, on an album called ""The Wonderful World of Sam Cooke,"" and we found a copy of the record at Roadhouse Oldies, in Silverspring, Maryland."
80651,10,"NEAL CONAN, host",Store manager Scooter McGruder(ph) joins us now on the phone. Nice to have you on the program.
80651,11,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)",Happy Valentine's Day to one and all.
80651,12,"NEAL CONAN, host","And has this song fallen, really, through the cracks?"
80651,13,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)","Yes, it has. It's a pretty simple reason why. The powers that be seem to put everything now on CD, and they have not put this wonderful album by Sam Cooke on CD. It's only on LP."
80651,14,"NEAL CONAN, host","So, an ordinary soul looking through Amazon, or even through their local record store is not going to be able to find it?"
80651,15,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)","Very true. Unless they've got old vinyl, like we do."
80651,16,"NEAL CONAN, host",Why wouldn't it have been on the soundtrack CD from the movie in which it was featured?
80651,17,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)","Probably licensing problems. You know, Sam Cooke was a very great entrepreneur in his own right, and since he didn't write the song, he probably wouldn't allow it to be on the soundtrack."
80651,18,"NEAL CONAN, host","And just for those who haven't heard it, it's not the Theme From Love Boat. It's a different song."
80651,19,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)",Yes it is.
80651,20,"NEAL CONAN, host","Okay. I understand you're a DJ for Big 100.3 FM, a radio station here in Washington, D.C., and I was wondering if you could help us all out, and give us a Valentine's Day talk-up into this song."
80651,21,"Mr. SCOOTER MCGRUDER (Store manager, Roadhouse Oldies)","Well, especially all the ladies, especially today on Valentine's Day, who ride the Sunday night train with me on Big 100, ""Almost in Your Arms"", by the wonderful Sam Cooke. He's the man who invented soul, and I hope you enjoy it."
80651,22,_NO_SPEAKER,"(Soundbite of ""Almost in Your Arms"", sung by Sam Cooke)"
80651,23,"NEAL CONAN, host","Sam Cooke, singing ""Love Theme from Houseboat: Almost in Your Arms."" Our thanks to Scooter McGruder of Roadhouse Oldiers in Silver Spring, Maryland."
58131,25,"SCOTT HORSLEY, BYLINE","I'm not sure there's a broad, overarching strategy. Instead, maybe what we're seeing is a lot of tactical moves by this president, reacting to events as they come, trying to be flexible. You hear that in the president's oft-repeated phrase, we'll see what happens. One point Trump did make in his book on deal-making is, you never want to seem too eager to be at the deal. That gives too much leverage to your - the person sitting across the table from you. So in walking away last week, he may have sort of recalibrated, made it clear that Kim Jong Un wants these talks at least as much, if not more than Trump does. And in that very personal breakup letter that we're told the president dictated himself, he did leave the door open for resumed talks. And here we are."
58131,26,"STEVE INSKEEP, HOST","Well, sure he certainly did, although I want to ask about this, Scott. It's hard to overlook the fact that when the president makes these sudden shifts - one direction, then another, then back again - one of the things that he does is refocus attention on himself, makes himself the center of the story."
58131,27,"SCOTT HORSLEY, BYLINE","Yeah, the Trump show is the only show in town, and it's playing to a packed house every night. I think the president himself said something like that at one point. It's not easy, though, for the supporting players, whether we're talking about Moon Jae-in or U.S. allies or adversaries or even the president's own staff, Steve. You know, just last week, we had a senior White House official briefing reporters that it would be impossible to restart these talks in time to meet on June 12 in Singapore as originally scheduled. And then over the weekend, you had to president himself insisting that was a made-up source, that no one had said that, that the news media was inventing this, even though it was his own staffer who had made that point to reporters (unintelligible)."
58131,28,"STEVE INSKEEP, HOST",In front of dozens of reporters. Dozens of people heard this person say this.
58131,29,"SCOTT HORSLEY, BYLINE",It's difficult to be a spokesman for this administration.
58131,30,"STEVE INSKEEP, HOST","OK. Scott, thanks very much, really appreciate it."
58131,31,"SCOTT HORSLEY, BYLINE",You're welcome.
58131,32,"STEVE INSKEEP, HOST",That's NPR White House correspondent Scott Horsley.
58131,33,_NO_SPEAKER,(SOUNDBITE OF MUSIC)
58131,34,"STEVE INSKEEP, HOST","Brazil has one of the world's more advanced economies, but still, in Brazil - just about anywhere, in fact - if you want to get a product to market, you're going to need, probably, a truck."
58131,35,"RACHEL MARTIN, HOST","Right. That's how most cargo is moved around Brazil - a huge country - because it doesn't have much of a railway network. In the past week, though, you'd have been in trouble if you were trying to move things from point A to point B. Brazil's truckers have been on strike. This has caused shortages of fuel and food, and it has paralyzed much of the economy."
58131,36,"STEVE INSKEEP, HOST",NPR's Philip Reeves is in the center of it because he is in Rio de Janeiro.
58131,37,"STEVE INSKEEP, HOST","Hey there, Phil."
58131,38,"PHILIP REEVES, BYLINE",Hi.
58131,39,"STEVE INSKEEP, HOST",So what's it like to be in Brazil in the middle of a trucker strike?
58131,40,"PHILIP REEVES, BYLINE","Well, it's more dramatic than many people would have expected. The impact this is having on the public is huge. We're seeing empty shelves in stores due to shortages of perishable foods - fruit, eggs, vegetables and so on. We're seeing very long lines at gas stations. You know, some people are sleeping in their cars overnight to get gas. Some gas stations actually closed over the weekend because their supplies ran out. Today, many schools are shut because public transport's in disarray. Flights in recent days have been scaled back. And it's worth remembering that Brazil's a huge exporter of poultry, and poultry producers have had to destroy more than 60 million birds because of the shortage of feed."
58131,41,"STEVE INSKEEP, HOST","Oh, because they can't get the feed - amazing. And they probably can't even move the birds when they need to be moved. So why are the truckers going on strike?"
58131,42,"PHILIP REEVES, BYLINE",It's about the cost of fuel. This has gone up a lot thanks to rising international oil prices and the sharp depreciation of Brazil's currency recently against the dollar. Truckers say that means their operating costs are too high.
58131,43,"STEVE INSKEEP, HOST","So let me just ask, Phil, in the United States, as you know, when the economy goes south, the president gets blamed, the government gets blamed. Maybe they deserve more or less of the blame, but they will shoulder the blame for that sort of thing. What happens in Brazil when the economy comes to a standstill?"
58131,44,"PHILIP REEVES, BYLINE","Well, we're about to find that out, I think. I mean, there is a bigger picture here. Brazil's been through the largest recession in its history. A massive corruption scandal involving much of the nation's leadership is still playing out. Politicians are generally very unpopular, especially the president, Michel Temer. There's a presidential election in Brazil in just over four months, and no one has a clue who's going to win it. The big question now is, could this dispute snowball and turn into something even bigger and threaten to bring down Temer's government? And if that government falls, what happens next?"
58131,45,"STEVE INSKEEP, HOST","Well, what can the government do about this central complaint of rising fuel prices?"
58131,46,"PHILIP REEVES, BYLINE","Well, last night, Michel Temer went on TV, and he offered a deal that includes cutting diesel prices by the equivalent of 13 cents per liter for a period of 60 days. It's not clear if the truckers will accept this. Brazilians have a practice in which they demonstrate their disapproval by banging pots and pans. And as Temer was speaking on TV last night, the sound of banging pots reverberated around Rio de Janeiro and Sao Paulo."
58131,47,"STEVE INSKEEP, HOST","Wow. Philip, thanks very much. We'll leave it right there."
58131,48,"PHILIP REEVES, BYLINE",You're welcome.
58131,49,"STEVE INSKEEP, HOST",That's NPR's Philip Reeves talking with us from Rio de Janeiro in the midst of a Brazilian trucker strike.
58131,50,_NO_SPEAKER,"(SOUNDBITE OF L'INDECIS' ""STAYING THERE"")"
60226,1,"RACHEL MARTIN, HOST",This is WEEKEND EDITION from NPR News. I'm Rachel Martin. It is graduation weekend at the University of Massachusetts Dartmouth. The campus is still recovering from the arrests of Boston marathon bombing suspect Dzhokhar Tsarnaev and his three former classmates. Anne Mostue of member station WGBH reports.
60226,2,_NO_SPEAKER,(SOUNDBITE OF BELLS RINGING)
72046,15,"FERAI CHIDEYA, host",So in what other ways is the attorney general looking at the      music industry?
80598,3,SHO BARAKA,"If you're tired of being forced to choose between social justice and biblical values, then you're ready for a new voice."
70039,1,"NEAL CONAN, host","And like many news organizations, NPR has an ombudsman whose job it is to follow up on listener complaints and questions, someone able to get busy reporters and editors to respond. NPR ombudsman Lisa Shepard will join us on Talk of the Nation from time to time to talk about some of the phone calls and emails she receives from listeners, and the ethical issues they raise. She's here with us today at the Newseum, and thanks very much for coming by."
70039,2,ALICIA SHEPARD,Glad to be here.
70039,3,"NEAL CONAN, host",And what do you have for us this week?
70039,4,ALICIA SHEPARD,"Well, this week I have a letter that came from Ken Norton, who's director of a suicide-prevention center in Concord, New Hampshire. And he - I'll just go ahead and read a little bit about it?"
70039,5,"NEAL CONAN, host",Go ahead.
70039,6,ALICIA SHEPARD,"He said - I was - this is a story about the D.C. Madam who, many of you may know, committed suicide last week."
70039,7,"NEAL CONAN, host",Deborah Jean Palfrey was her name.
70039,8,ALICIA SHEPARD,"And it said, ""I was surprised and saddened to hear yesterday's All Things Considered story on the suicide of the D.C. Madam. Research has shown that suicide contagion can occur following inappropriate reporting on suicide deaths."" Then he lists some recommendations on how to report on suicide."
70039,9,ALICIA SHEPARD,"Then he said, ""The ATC story did not follow these recommendations. Not only did this story report how she killed herself, hanging, but went so far as to specify what type of rope she used. While this woman may not be a particularly sympathetic figure, my hope would be that NPR would conduct itself differently than most of our national media and have a policy to ensure their stories follow the guidelines for safe reporting on suicide. Media can play a positive role in preventing suicide. It's all a matter of how it's reported."""
70039,10,"NEAL CONAN, host","Well, let's listen to what the complaint was about. This was in an NPR newscast where we played a clip of Tarpon Springs Police Captain Jeffrey Young describing how Deborah Jean Palfrey's mother found the body."
70039,11,_NO_SPEAKER,"(Soundbite of NPR's ""All Things Considered"")"
70039,12,"Police Captain JEFFREY YOUNG (Tarpon Springs, Florida)","When she went outside, she noticed the three-wheel bicycle had been moved that was normally kept in this shed. Upon entering the shed, Blanche Palfrey discovered her daughter, Deborah, had apparently hung herself using a nylon rope from a metal beam on the ceiling of the shed."
70039,13,"NEAL CONAN, host","Again, Tarpon Springs Police Captain Jeffrey Young recording aired on a newscast during All Things Considered on May 1st. Where there is a death, be it suicide, murder, car accident or act of war, how much do you want to know? How much should you know? Our phone number is 800-989-8255. Email us, talk@npr.org. And you can join the conversation on our blog at npr.org/blogofthenation. Lisa Shepard, what did you see as the ethical issue here?"
70039,14,ALICIA SHEPARD,"Well, in all good ethical issues, you have the conflict of whether or not news media should be telling a full picture of what happened. So it's, seek truth. Report it fully. And then the conflicting value in the news media is to minimize harm."
70039,15,ALICIA SHEPARD,"And so the question is, how much detail should there be in this story? Was it too graphic? Should it have led the newscast? It did for - at 3 o'clock and 4 o'clock. And then, each newscast did report it a little differently, but two of them used that quote. And the question is, do we really need to know all that detail?"
70039,16,"NEAL CONAN, host","And I wonder, you took this complaint to NPR senior management, the news management, and how did they respond?"
70039,17,ALICIA SHEPARD,"Well, the - NPR does not have a written policy, and what they do is they use as a guideline to use good sense and what someone called generosity. And what that means is that you don't call something a suicide without actual evidence that it was a suicide. And in that case, NPR followed that because they said it was either an ""apparent"" suicide or they quoted the police official."
70039,18,"NEAL CONAN, host","And the man who wrote the initial complaint, is he right? Does one suicide, or details of one suicide, lead to copycats?"
70039,19,ALICIA SHEPARD,"Well, that is - was his issue. There is some - I asked him today whether or not this was anecdotal, whether there or not there was some real research, and he sent me four of five studies that shows that there is a pattern, when people hear about ways of committing suicide or prominent people who commit suicide, that there can be a spike."
70039,20,"NEAL CONAN, host",And did you find that to be true? At least what those studies suggested it.
70039,21,ALICIA SHEPARD,Those studies suggest that it's true. Now it's in dispute.
70039,22,"NEAL CONAN, host","And at that point, you've got the death of a, well, a public figure."
70039,23,ALICIA SHEPARD,"Right, right. The news media, Neal, typically will report on suicide when two things occur. One, it's a public person, or two, it occurs in a public place. And clearly, Deborah Jean Palfrey was a public person. She had been arrested. She had been through a trial, and the reports said that she was facing up to 55 years in jail, which would lead to why she might have done it. And I think that I had read different things in terms of whether or not that was accurate."
70039,24,"NEAL CONAN, host","We're talking with NPR ombudsman Lisa Shepard. If you'd like to join us, 800-989-8255. Email talk@npr.org. Glen is on the line, Glen with us from Columbus, Ohio."
70039,25,GLEN (Caller),"Hi, there's an old comedy routine where there's a referee before a boxing match, and he's telling the two boxers what you're not allowed to do during the boxing match. And he describes this by demonstrating all the things you're not allowed to do on one of the boxers..."
70039,26,"NEAL CONAN, host","No rabbit punches, and he hits him with a rabbit punch."
70039,27,ALICIA SHEPARD,That's what we're doing?
70039,28,GLEN (Caller),"Just your expert there has just told us that it's inappropriate to describe on the air the form of a suicide, and then you begin your broadcast with replaying the tape in question. We got the point. She described what you shouldn't do..."
70039,29,ALICIA SHEPARD,"Well, I think I'd like..."
70039,30,GLEN (Caller),And then you play it again.
70039,31,"NEAL CONAN, host","OK, we get the point, Glen."
70039,32,ALICIA SHEPARD,"We get the point, but I think it's really important to have discussions and to hear from the public and find out, what does the public find offensive? The news media often operate in a vacuum, and I think these kinds of discussions are really important."
70039,33,GLEN (Caller),"I agree, but we've just gone around in a circle and we just - how many more reports do we need describing what you shouldn't do?"
70039,41,ALICIA SHEPARD,You can go to npr.org/ombudsman or contact the ombudsman on a link on npr.org.
70039,42,"NEAL CONAN, host","But this is an issue that goes beyond the suicide, or apparent suicide, of Deborah Jean Palfrey, how much information you put in terms of the way people die. This is an eternally difficult subject. I did a story many years ago after the Loma Prieta earthquake in San Francisco describing, where I asked one of the workers who'd been going in to try to recover the bodies of those that were crushed in the Nimitz Freeway collapse, exactly what it looked like. You know, how bad was it?"
70039,43,"NEAL CONAN, host","And I had to get him to talk about it, I felt, because without information about what happened to those people, without information about how that affected the people who were, the rescue workers, or at this point, recovery workers, I didn't think the story was complete. We got many complaints about this story that it was too graphic."
70039,44,ALICIA SHEPARD,"Yeah. I think that it's a case-by-case decision and in this case, maybe some people found it offensive, that I thought that there was another newscast that simply said that she'd committed suicide, her body was found in the shed, a note was found and that was that. I think that seemed to be enough."
70039,45,ALICIA SHEPARD,"I did speak with the reporter who did this newscast, and he raises a good point, which is it's kind of a slippery slope. If you worry about what you report all the time, should you not report on hijacking, he suggested, because if you give the details on how the hijack occurred that maybe people will hijack planes? Or if you tell about arsonists or people who rob banks, oftentimes the legal - police organizations would prefer that we didn't do that."
70039,46,"NEAL CONAN, host","Let's get another caller on the line and this is Samina (ph), Samina with us - I'm sorry, where are you calling from?"
70039,47,SAMINA (Caller),From Santa Clara.
70039,48,"NEAL CONAN, host","Go ahead, please."
70039,49,SAMINA (Caller),"Yes, in terms of war coverage, although I would prefer not to, you know, hear about the gruesome details, I think it's important for us to know about these details so that the American public would not be so quick to rush to war. You know, I think that we're seeing a very sanitized view, or hearing a very sanitized view, of the war in Iraq and Afghanistan."
70039,50,SAMINA (Caller),"And we don't realize that the indiscriminate bombs that we're dropping are killing and maiming innocent children and women, and you know, and it's devastating people's lives. And I think that if we did know that, the population wouldn't, you know, be so quick, you know, to call for war."
70039,51,"NEAL CONAN, host",Lisa?
70039,52,ALICIA SHEPARD,"Yeah, no, I agree, totally with her. I think they're totally different circumstances. We're talking about one individual, and we're talking about hundreds and thousands, hundreds of thousands of people who have been affected by war."
70039,53,"NEAL CONAN, host","Interesting, Samina's point, there were complaints after the attacks on the World Trade Center, for example, pictures of the people who fell from the buildings, obviously very gruesome pictures. I think one of those pictures is here at the Newseum as an example of great journalism."
70039,54,ALICIA SHEPARD,"It actually is, because I wrote a book that the Newseum paid to have written about the coverage of that one day. And we looked at that issue of the picture, and many of you will remember the man falling who maybe had a choice between burning in a building or jumping. And a lot of newspapers did not run that photo. Some of them ran it really big because they felt like it's important to remember. It's important to know what happened. But that was a very historic, traumatic event. This suicide is not."
70039,55,"NEAL CONAN, host","And to get to Samina's point in another way, during the Second World War, there were no images of dead Americans allowed in the newspapers, I think, until the invasion of Tarawa in 1943, and American public, at that point, had not seen dead Americans. And understanding the cost of war and the sacrifice required, well, you don't understand it unless you can see those pictures."
70039,56,ALICIA SHEPARD,"Absolutely, I mean, some of the most iconic photos in our memory are of dead people."
70039,57,"NEAL CONAN, host","Samina, thanks very much for the phone call."
70039,58,SAMINA (Caller),Thank you.
70039,59,"NEAL CONAN, host","We're talking with NPR ombudsman Lisa Shepard, who's with us here at the Newseum. If you'd like to join the conversation, 800-989-8255. Email is talk@npr.org. And this is Talk of the Nation from NPR news. Here's an email along the same point that Samina was talking about, from Steele (ph) in Neenah, Wisconsin. ""Too bad detail is gone. People seem more disconnected to violence, i.e. video games, TV shows, yet reality seems taboo."""
70039,60,ALICIA SHEPARD,"I think that's a good point. Again, I think you need to differentiate between the circumstances. Violent details, as I've often thought as a journalist, can drive a story. They can put you there. They can show you exactly what happened, make you feel something. So I think they are very important but in each case, you have to make different decisions."
70039,61,"NEAL CONAN, host","At some point, it becomes - well, how do you know when to draw the line? When does it become gratuitous? When did this become just prurient?"
70039,62,ALICIA SHEPARD,"I think that will also depend on who's listening, because I was thinking with this, that particular quote that we aired awhile ago, the issue was, you know, whether or not it should have been aired and then also, whether or not it was just plain offensive to hear. Do you really need to hear him say that her mother went in there and found her? I just feel like you can almost know what that was like without using any descriptive details."
70039,63,"NEAL CONAN, host",Let's get a...
70039,64,ALICIA SHEPARD,I think we could all imagine that.
70039,65,"NEAL CONAN, host","Belle is with us, Belle calling from Truckee in California. Hello?"
70039,66,BELLE (Caller),Hello.
70039,67,"NEAL CONAN, host",Go ahead. You're on the air.
70039,68,BELLE (Caller),"In terms of censorship and how we try to make everything so whitewashed, I spend a lot of time in Mexico, and on the front page of their newspapers, they will have graphic, gory pictures of car accidents or gang violence or whatever it may be. Maybe over the years you get used to it. But to me, I think if I saw more pictures of horrible SUV crashes, people might pay a little more attention to the way they drive. If they saw the consequences of their actions, they might pay a little more attention sometimes..."
70039,69,"NEAL CONAN, host","Yeah, and car fatalities, I think, an underreported story."
70039,70,ALICIA SHEPARD,I think there's nothing more - stronger than a single photo to sometimes just really affect you.
80598,1,"DAVID GREENE, HOST",What you're about to hear is a pitch for a political movement.
70039,71,"NEAL CONAN, host","Then there is - thanks very much for the call, Belle. But then there's the other extreme that people complain about. When you see local TV news, for example, and in many places across the country, the if-it-bleeds-it-leads, blood-on-the-sidewalk stories, that sort of thing, which people say, look, this vastly over-represents the threat of violent crime in our communities. It makes people scared to go out of their houses at night."
70039,72,ALICIA SHEPARD,"And then you could argue, on the other hand, that if you don't put in a lot of the details and gory details, then you're just whitewashing it, and you're making it so bland that people wouldn't be interested."
70039,73,ALICIA SHEPARD,"And that's what's interesting about ethical issues is there's never really a clear, black-and-white answer. There are always different, competing values that have to be weighed, and that's why it's always on a case-by-case. While NPR has a general policy about using good sense, I think that's really all you need."
70039,74,"NEAL CONAN, host","Jeremy's on the line from Utica, New York."
70039,75,JEREMY(Caller),"Hi, Neal. Good afternoon."
70039,76,"NEAL CONAN, host",Afternoon.
70039,77,JEREMY(Caller),"I'm calling because real recently, an incident such as this affected myself and my family. I understand I need to keep it brief so I'll do just that. My cousin went missing New Year's Day. There was a large-scale search-and-rescue operation. The premise of the operation was that we were out searching for my cousin who had gone hunting, as per a note he had left."
70039,78,JEREMY(Caller),"The real and true outcome of that, I guess, isn't really important in the large-scale of things in life, but the way our local media portrayed it, well, reported on it, just recently, here within the last week, his body was found and the medical coroner's - medical examiner's report and the New York State Police report, nowhere in it listed the word suicide. The way the outcome has been listed was exactly this, and it was a self-inflicted gunshot wound to the chest."
70039,79,ALICIA SHEPARD,And how did the news media report it?
70039,80,JEREMY(Caller),"Well, they reported it initially online at 2:31 p.m. last Thursday as, ""The Missing Hunter Committed Suicide,"" and then goes on to essentially paraphrase the medical examiner's report in their first lines of the release. It did not have quotes around the word suicide, but then two lines later (unintelligible) dispatch had placed in there the medical examiner's name and the cause of death in quotations, which was ""self-inflected gunshot wound to the chest."""
70039,81,"NEAL CONAN, host","And of course, a self-inflicted gunshot wound can be an accident, too."
70039,82,JEREMY(Caller),"Well, thank you, Neal, and I am a hunter myself. I'm an outdoorsman. I'm also a former law-enforcement officer in the military. And I spent many days away from work in January with my cousin's sons and daughter and family, and the countless hours that were selflessly given by the New York State Police, the forest rangers, the D.E.C. officers, anybody that would go a search-and-rescue operation, let alone the out-of-state people that came on their own time."
70039,83,JEREMY(Caller),"You know, I just don't think that their reporting that matter did anything but sensationalize the outcome of that, and unfortunately, it brought no intrinsic value to, in my opinion, to those, essentially, couple hundred searchers..."
70039,84,"NEAL CONAN, host","Jeremy, I'm afraid we're out of time. But thank you for the call...."
70039,85,JEREMY(Caller),But I think it's important to keep in mind...
70039,86,"NEAL CONAN, host","I understand. Be very careful about that ""apparent"" suicide or ""self-inflicted gunshot wound."""
70039,87,ALICIA SHEPARD,"I think he's also talking about just the family. I mean, you think about all the people that are affected."
70039,88,"NEAL CONAN, host",Lisa Shepard will be with us from time to time on Talk of the Nation. This is Talk of the Nation from NPR News.   ..COST: $00.00
72046,1,"FERAI CHIDEYA, host",Back now with DAY TO DAY.  I'm Ferai Chideya.
72046,2,"FERAI CHIDEYA, host","New York Attorney General Eliot Spitzer is at it again.  Known for his      aggressive investigations, Spitzer has turned his attention to digital      music. He's reviewing whether big music studios are price fixing what      goes into your digital music player.  ""Marketplace's"" Janet Babin is here      to talk about this latest action."
72046,3,"FERAI CHIDEYA, host","Welcome, Janet, and what is Spitzer investigating?"
72046,5,JANET BABIN reporting,"Hi, Ferai."
72046,6,JANET BABIN reporting,"Attorney General Spitzer is looking into whether the big four music      studios that pretty much lead the industry have colluded to set the price      of songs downloaded off the Internet.  And those companies include Warner      Music, Sony BMG, Vivendi Universal and EMI.  Now Warner said it received      a subpoena last week and The Wall Street Journal reports that BMG and      Universal have also gotten subpoenas."
72046,7,"FERAI CHIDEYA, host",So how much does it cost to download music these days?
72046,8,BABIN,"Well, there was once a time when it was free, of course.  But now      if you browse to Apple Computer's iTune site, you'll pay about 99 cents a      download.  Wholesale, though, is a different story.  The LA Times reports      that digital music costs anywhere from 60 to 90 cents a song, and there      are still, of course, people who manage somehow--don't ask me how--to      actually avoid paying for downloaded music.  And there are freebies, too,      from band Web sites.  They often offer their unreleased songs for free on      their Web sites."
72046,9,"FERAI CHIDEYA, host","So Janet, you have a situation where some people are      downloading music for free, some people are going to places like the      iTunes store and paying for it.  What is this doing to the recording      industry overall.  CD sales are flat, is that correct?"
72046,10,BABIN,"Right.  CD sales don't look so good and some in the industry say      that music downloads were just starting to make them some money.  So the      Spitzer investigation comes at a real inopportune moment for them.      Nielsen SoundScan says that more than three million tracks were sold      online this year, and that compares to last year with 127 million tracks      sold."
72046,11,"FERAI CHIDEYA, host",So the recording industry says that downloaded song should cost      more.  Is that correct?
72046,12,BABIN,"Right.  The recording industry wants these songs to cost more,      and they're complaining about Apple's song pricing.  They want to get      Apple to either raise the price for downloads or to vary the costs.  So a      song from, say, Kanye West would cost more than an older song from Mariah      Carey."
72046,13,"FERAI CHIDEYA, host","So sort of like a bargain-bin approach?  Some bands would be      bargain-bin bands, and some bands would be full-price bands?"
72046,14,BABIN,Exactly.
68325,3,"DAVID GREENE, host","In the other semifinal, Connecticut held on to edge Kentucky and they'll play Butler in the national championship tomorrow night. Finally, this bracket-busting year will come to a close."
68325,4,_NO_SPEAKER,(Soundbite of music)
68325,5,"DAVID GREENE, host",And you're listening to NPR News.
68420,1,"SCOTT SIMON, host",This is WEEKEND EDITION from NPR News. I'm Scott Simon.
68420,2,"SCOTT SIMON, host","Republicans hoping to take back control of the House of Representatives in the upcoming midterm elections have a lot riding on the Tea Party. Across the country, conservative Republican candidates with strong Tea Party support are challenging incumbent Democrats. We have reports now on three races: the first from NPR's Greg Allen on a tight contest in Florida."
68420,3,GREG ALLEN,"The battle is between Democratic incumbent Ron Klein and his Tea Party-backed challenger, Republican Allen West. They're facing off in a congressional district that includes Fort Lauderdale and Palm Beach and is home to many retirees and affluent voters. It might seem improbable then that this district has produced West, who's turned out to be one of the election season's more fiery candidates."
68420,4,"Mr. ALLEN WEST (Republican Congressional Candidate, Florida)","We need to meet in places and start talking about restoring our liberty and fighting back against a tyrannical government. It starts right here, it starts right now with each one of you that's gathered here today."
68420,5,GREG ALLEN,"That speech, given about a year ago, has received more than two million views on YouTube. It helped West raise more than $4 million in his attempt to unseat Democrat Ron Klein. West, an African-American, is a former Army lieutenant colonel. He was forced to retire after an incident in Iraq in which he fired a gun near a detainee's head, an effort, he said, to get information about a possible ambush. His supporters see that as just another sign that West is willing to take tough action when necessary."
68420,6,GREG ALLEN,"This is West's second time challenging Klein. Two years ago, with little money or outside support, he drew 45 percent of the vote. This time he has money, an anti-incumbent tide, and a Tea Party surge in his favor. Klein has run ads attacking West as an extremist and a person who preaches personal responsibility but who doesn't live up to his words."
68420,7,_NO_SPEAKER,(Soundbite of ad)
68420,8,Unidentified Man,"The IRS filed an $11,000 lien against West for back taxes. Three liens were placed on his home for unpaid bills. And a judge ordered West to pay over $5,000 in past-due credit card bills. Allen West, the wrong values for South Florida."
68420,9,GREG ALLEN,"West says the IRS lien was a mistake, and as for the other unpaid bills, he says they accumulated while he was in Afghanistan."
68420,10,"Mr. ALLEN WEST (Republican Congressional Candidate, Florida)","So if he wants to attack my wife, who was back here trying to maintain a household with our two daughters while I was over protecting him, that's where I have a problem with him."
68420,11,GREG ALLEN,"Klein is a moderate Democrat, an ardent supporter of Israel and a proponent of President Obama's health care overhaul and stimulus package - both of which he voted for. In a recent debate, he told West that his vow to stick to his guns and reject working with the other party won't fly in Congress."
68420,12,"Representative RON KLEIN (Democrat, Florida)","The bottom line is, what are you positions? And if it's about divisiveness (unintelligible) my opponent's comments at some point where I don't believe in inclusiveness, I don't believe in working with other people. That's ridiculous. That kind of behavior will not create one job."
68420,13,GREG ALLEN,"Polls show it's a tight race, but Democrats are throwing everything they have at it, including President Obama, who was here this week for a Ron Klein fundraiser."
68420,14,GREG ALLEN,"Greg Allen, NPR News, Miami."
79679,1,"IRA FLATOW, host","From NPR News in New York, this is TALK OF THE NATION: SCIENCE FRIDAY. I'm Ira Flatow."
79679,2,"IRA FLATOW, host","What would you like to do on the Internet that you can't do now? Coming up, a look at the future of the Web. Will it remain a wild and woolly free-for-all place? Or will the people who sell you content and service decide to make it more like cable television, charging you for both the connection and the content, and who will decide?"
79679,3,"IRA FLATOW, host","Also, now that we've got Web casting, video-on-demand, and billions of baby pictures, will the information superhighway need to be widened to accommodate whatever that next big thing is? Plus, voice-over-IP, phoning over the Internet, is it right for you? We'll talk about the basics of making that switch after the break. Stay with us."
79679,4,_NO_SPEAKER,(Soundbite of the news)
79679,5,"IRA FLATOW, host","This is TALK OF THE NATION: SCIENCE FRIDAY. I am Ira Flatow. Yesterday, the House Judiciary Committee approved a bill enforcing the idea of network neutrality on the Internet. Now that idea, that telecommunications companies who provide the wires that connect many of us to the Internet, should not be able to give some material preferential treatment as it travels over wires. Now this is a very important issue to you as a consumer and a user of the Internet, and it goes to a basic question about the Internet and its future."
79679,6,"IRA FLATOW, host","Is it a network connection like an electrical hookup where you pay for the amount of stuff that gets sent to you? Or is it like a cell phone connection where the company at the other end of the line controls your service where, for example, you have no choice over which phone, which cell phone company you can dial into once you have that cell phone, so they control more of what you can do on the Internet?"
79679,7,"IRA FLATOW, host","This hour we're gonna be talking about the future of the Internet, from issues of legal control and governmental influence to the basic networking that holds the Internet connection together. Can the network continue to grow to take on new technologies? You know, we've got music and video and streaming, whatever. Who knows what Steve Jobs has got in store for us next? Or do developers need to scrap it altogether, come up with some sort of new idea for hooking us all and talking to us all together?"
79679,8,"IRA FLATOW, host","What do you think? What would you like to do on the Internet that you can't do now? How do you think the Internet should look 10 years from now? What would you like to be doing on it? What do you think it should be doing? And how should it, who should be making those decisions about what it should look like? Our number, 1-800-989-8255, 1-800-989-TALK. As always, you can surf over to our website at sciencefriday.com."
79679,9,"IRA FLATOW, host","Tim Wu is a professor of law at Columbia University here in New York, and he's also co-author of the book Who Controls the Internet: Illusions of a Borderless World, just out from Oxford University Press. He joins me from our studios at member station WUCF in Orlando. Welcome to the program."
60226,3,"ANNE MOSTUE, BYLINE","UMass Dartmouth is not the flagship state school but it has a sprawling, wooded, 700-acre campus on the southern coast of Massachusetts between Rhode Island and Cape Cod. It's about an hour from Boston. The buildings and dorms are large blocks of ribbed concrete in a style of architecture known as brutalism. This week, students were still walking around campus, sunbathing and reading in the library."
